ID DO CLIENTE,GÊNERO,IDOSO,CASADO,DEPENDENTES,TEMPO_COMO_CLIENTE,SERVIÇO TELEFÔNICO,SERVICO_INTERNET,SERVICO_SEGURANCA,SUPORTE_TECNICO,STREAMINGTV,TIPO_CONTRATO,MÉTODO DE PAGAMENTO,PAGAMENTO_MENSAL,TOTAL_PAGAMENTO,CHURN,GÊNERO_MAIOR_GRUPO,GÊNERO_MENOR_GRUPO,SERVIÇO TELEFÔNICO_MAIOR_GRUPO,SERVIÇO TELEFÔNICO_MENOR_GRUPO,PAGAMENTO_MENSAL_MEDIA,PAGAMENTO_MENSAL_MEDIANA,GÊNERO_CATCODES,CASADO_CATCODES,DEPENDENTES_CATCODES,SERVIÇO TELEFÔNICO_CATCODES,SERVICO_INTERNET_CATCODES,SERVICO_SEGURANCA_CATCODES,SUPORTE_TECNICO_CATCODES,STREAMINGTV_CATCODES,TIPO_CONTRATO_CATCODES,MÉTODO DE PAGAMENTO_CATCODES,CHURN_CATCODES,GÊNERO_MAIOR_GRUPO_CATCODES,GÊNERO_MENOR_GRUPO_CATCODES,SERVIÇO TELEFÔNICO_MAIOR_GRUPO_CATCODES,SERVIÇO TELEFÔNICO_MENOR_GRUPO_CATCODES
4522-AKYLR,fêmea,1,não,não,13,,dsl,não,não,não,mês a mês,cheque eletrônico,,731.3,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,0,0,-1,0,0,0,0,1,1,0,0,0,1,0
0221-WMXNQ,macho,1,não,não,4,,fibra óptica,sim,não,não,mês a mês,cheque eletrônico,,273.4,não,macho,macho,sim,não,65.60756321839081,71.45,1,0,0,-1,1,2,0,0,1,1,0,1,1,1,0
0303-UNCIP,macho,0,não,não,41,,dsl,não,não,não,um ano,cheque enviado,,2531.8,não,macho,macho,sim,não,65.60756321839081,71.45,1,0,0,-1,0,0,0,0,2,2,0,1,1,1,0
9947-OTFQU,macho,1,não,não,15,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,,1074.3,sim,macho,macho,sim,não,65.60756321839081,71.45,1,0,0,-1,1,0,0,0,1,1,1,1,1,1,0
0322-YINQP,macho,0,não,não,1,,dsl,sim,não,não,mês a mês,cheque enviado,,48.55,sim,macho,macho,sim,não,65.60756321839081,71.45,1,0,0,-1,0,2,0,0,1,2,1,1,1,1,0
0959-WHOKV,macho,0,não,não,42,,fibra óptica,sim,não,não,um ano,cheque eletrônico,,4298.45,não,macho,macho,sim,não,65.60756321839081,71.45,1,0,0,-1,1,2,0,0,2,1,0,1,1,1,0
4075-JFPGR,fêmea,0,sim,não,51,,fibra óptica,sim,não,sim,um ano,cheque eletrônico,,4619.55,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,1,0,-1,1,2,0,2,2,1,0,0,0,1,0
4629-NRXKX,fêmea,0,sim,sim,2,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,,147.15,sim,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,1,1,-1,1,0,0,0,1,1,1,0,0,1,0
9514-JDSKI,macho,1,sim,não,1,,dsl,não,não,sim,mês a mês,cheque eletrônico,,40.2,sim,macho,macho,sim,não,65.60756321839081,71.45,1,1,0,-1,0,0,0,2,1,1,1,1,1,1,0
3282-ZISZV,macho,0,não,sim,32,,dsl,não,sim,sim,um ano,cartão de crédito (automático),,2633.3,não,macho,macho,sim,não,65.60756321839081,71.45,1,0,1,-1,0,0,2,2,2,0,0,1,1,1,0
3675-YDUPJ,macho,0,não,não,10,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,,193.05,não,macho,macho,sim,não,65.60756321839081,71.45,1,0,0,-1,2,1,1,1,1,2,0,1,1,1,0
4111-BNXIF,fêmea,0,sim,sim,67,,dsl,não,sim,sim,dois anos,cheque eletrônico,,4103.9,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,1,1,-1,0,0,2,2,0,1,0,0,0,1,0
7017-VFHAY,fêmea,0,sim,sim,61,,fibra óptica,sim,sim,sim,dois anos,cartão de crédito (automático),,7008.15,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,1,1,-1,1,2,2,2,0,0,0,0,0,1,0
6655-LHBYW,macho,0,não,não,50,,fibra óptica,sim,sim,sim,um ano,cartão de crédito (automático),,5791.1,não,macho,macho,sim,não,65.60756321839081,71.45,1,0,0,-1,1,2,2,2,2,0,0,1,1,1,0
4959-JOSRX,fêmea,0,sim,não,2,,dsl,não,não,não,mês a mês,cartão de crédito (automático),,80.55,sim,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,1,0,-1,0,0,0,0,1,0,1,0,0,1,0
5046-NUHWD,fêmea,1,sim,não,29,,dsl,sim,não,não,mês a mês,cheque eletrônico,,1228.65,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,1,0,-1,0,2,0,0,1,1,0,0,0,1,0
7273-TEFQD,macho,1,não,não,3,,dsl,não,não,não,mês a mês,cheque eletrônico,,132.2,sim,macho,macho,sim,não,65.60756321839081,71.45,1,0,0,-1,0,0,0,0,1,1,1,1,1,1,0
3606-TWKGI,macho,1,não,não,13,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,,1364.3,sim,macho,macho,sim,não,65.60756321839081,71.45,1,0,0,-1,1,0,0,2,1,1,1,1,1,1,0
7529-ZDFXI,macho,1,sim,não,57,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,,4925.35,não,macho,macho,sim,não,65.60756321839081,71.45,1,1,0,-1,1,0,0,0,1,1,0,1,1,1,0
7605-BDWDC,fêmea,0,não,não,31,,dsl,sim,sim,não,dois anos,transferência bancária (automática),,1520.1,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,0,0,-1,0,2,2,0,0,3,0,0,0,1,0
1950-KSVVJ,fêmea,0,sim,não,45,,fibra óptica,sim,sim,sim,um ano,cheque enviado,,5032.25,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,1,0,-1,1,2,2,2,2,2,0,0,0,1,0
0123-CRBRT,fêmea,0,sim,sim,61,,dsl,sim,sim,sim,dois anos,cheque enviado,,5526.75,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,1,1,-1,0,2,2,2,0,2,0,0,0,1,0
6292-TOSSS,macho,0,não,não,50,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),,1195.25,não,macho,macho,sim,não,65.60756321839081,71.45,1,0,0,-1,2,1,1,1,0,3,0,1,1,1,0
3197-ARFOY,fêmea,1,não,não,19,,fibra óptica,sim,sim,sim,mês a mês,cheque enviado,,2007.25,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,0,0,-1,1,2,2,2,1,2,0,0,0,1,0
6323-AYBRX,macho,0,não,não,59,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque enviado,,1099.6,sim,macho,macho,sim,não,65.60756321839081,71.45,1,0,0,-1,2,1,1,1,0,2,1,1,1,1,0
7014-ZZXAW,fêmea,0,sim,não,71,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cartão de crédito (automático),,1732.95,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,1,0,-1,2,1,1,1,0,0,0,0,0,1,0
4385-GZQXV,fêmea,1,não,não,16,,fibra óptica,não,sim,sim,mês a mês,cheque eletrônico,,1511.2,sim,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,0,0,-1,1,0,2,2,1,1,1,0,0,1,0
7633-MVPUY,macho,0,sim,não,57,,dsl,sim,sim,não,dois anos,cheque eletrônico,,3450.15,não,macho,macho,sim,não,65.60756321839081,71.45,1,1,0,-1,0,2,2,0,0,1,0,1,1,1,0
6366-ZGQGL,macho,0,não,não,1,,dsl,não,não,não,mês a mês,transferência bancária (automática),,24.8,sim,macho,macho,sim,não,65.60756321839081,71.45,1,0,0,-1,0,0,0,0,1,3,1,1,1,1,0
4716-HHKQH,macho,1,sim,não,20,,fibra óptica,não,sim,sim,mês a mês,cheque eletrônico,,2172.05,não,macho,macho,sim,não,65.60756321839081,71.45,1,1,0,-1,1,0,2,2,1,1,0,1,1,1,0
5940-AHUHD,macho,0,não,não,1,,fibra óptica,não,não,não,mês a mês,cheque enviado,,70.6,sim,macho,macho,sim,não,65.60756321839081,71.45,1,0,0,-1,1,0,0,0,1,2,1,1,1,1,0
6432-TWQLB,macho,0,sim,não,5,,fibra óptica,não,sim,não,mês a mês,cheque eletrônico,,401.1,sim,macho,macho,sim,não,65.60756321839081,71.45,1,1,0,-1,1,0,2,0,1,1,1,1,1,1,0
4484-GLZOU,fêmea,0,sim,não,52,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,,5624.85,sim,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,1,0,-1,1,0,0,2,1,1,1,0,0,1,0
3179-GBRWV,macho,1,sim,não,21,,dsl,sim,não,não,mês a mês,transferência bancária (automática),,1339.8,não,macho,macho,sim,não,65.60756321839081,71.45,1,1,0,-1,0,2,0,0,1,3,0,1,1,1,0
8645-KWHJO,macho,0,não,não,14,,dsl,não,sim,sim,mês a mês,cheque eletrônico,,771.95,não,macho,macho,sim,não,65.60756321839081,71.45,1,0,0,-1,0,0,2,2,1,1,0,1,1,1,0
4130-MZLCC,fêmea,0,não,não,5,,dsl,não,não,não,mês a mês,transferência bancária (automática),,244.75,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,0,0,-1,0,0,0,0,1,3,0,0,0,1,0
0314-TKOSI,fêmea,0,não,não,6,,dsl,sim,não,não,mês a mês,cheque enviado,,322.9,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,0,0,-1,0,2,0,0,1,2,0,0,0,1,0
8229-MYEJZ,fêmea,0,não,não,10,,dsl,não,não,não,mês a mês,cheque eletrônico,,498.25,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,0,0,-1,0,0,0,0,1,1,0,0,0,1,0
2080-SRCDE,fêmea,0,não,sim,1,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,,25.4,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,0,1,-1,2,1,1,1,1,2,0,0,0,1,0
9577-WJVCQ,fêmea,0,não,não,68,,dsl,sim,não,não,mês a mês,cheque enviado,,3687.75,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,0,0,-1,0,2,0,0,1,2,0,0,0,1,0
9512-UIBFX,macho,0,sim,sim,18,,fibra óptica,não,não,sim,mês a mês,cheque enviado,,1779.95,sim,macho,macho,sim,não,65.60756321839081,71.45,1,1,1,-1,1,0,0,2,1,2,1,1,1,1,0
6202-DYYFX,fêmea,0,não,não,22,,fibra óptica,não,não,não,um ano,cartão de crédito (automático),,1783.6,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,0,0,-1,1,0,0,0,2,0,0,0,0,1,0
3808-HFKDE,fêmea,0,não,não,20,,dsl,não,não,não,mês a mês,cheque eletrônico,,927.15,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,0,0,-1,0,0,0,0,1,1,0,0,0,1,0
5583-SXDAG,macho,0,sim,não,1,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,,70.0,sim,macho,macho,sim,não,65.60756321839081,71.45,1,1,0,-1,1,0,0,0,1,1,1,1,1,1,0
3488-PGMQJ,macho,1,não,não,8,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,,606.55,sim,macho,macho,sim,não,65.60756321839081,71.45,1,0,0,-1,1,0,0,0,1,1,1,1,1,1,0
3580-REOAC,macho,0,não,não,10,,dsl,não,não,não,mês a mês,cartão de crédito (automático),,435.4,sim,macho,macho,sim,não,65.60756321839081,71.45,1,0,0,-1,0,0,0,0,1,0,1,1,1,1,0
7534-BFESC,macho,1,não,não,24,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,,1712.7,sim,macho,macho,sim,não,65.60756321839081,71.45,1,0,0,-1,1,0,0,0,1,1,1,1,1,1,0
3727-OWVYD,macho,0,não,não,35,,dsl,sim,não,não,um ano,cheque enviado,,2021.2,não,macho,macho,sim,não,65.60756321839081,71.45,1,0,0,-1,0,2,0,0,2,2,0,1,1,1,0
2294-SALNE,macho,0,sim,sim,23,,fibra óptica,não,sim,não,um ano,cheque enviado,,1940.8,não,macho,macho,sim,não,65.60756321839081,71.45,1,1,1,-1,1,0,2,0,2,2,0,1,1,1,0
4847-TAJYI,fêmea,1,não,não,6,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,,567.8,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,0,0,-1,1,0,0,2,1,1,0,0,0,1,0
1563-IWQEX,fêmea,0,não,não,12,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,,220.35,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,0,0,-1,2,1,1,1,1,2,0,0,0,1,0
8203-XJZRC,macho,0,não,não,1,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,,20.25,não,macho,macho,sim,não,65.60756321839081,71.45,1,0,0,-1,2,1,1,1,1,2,0,1,1,1,0
6556-DBKZF,fêmea,0,sim,sim,71,,fibra óptica,não,não,não,dois anos,cheque eletrônico,,5436.45,não,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,1,1,-1,1,0,0,0,0,1,0,0,0,1,0
6851-WEFYX,macho,1,sim,não,35,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,,3437.5,não,macho,macho,sim,não,65.60756321839081,71.45,1,1,0,-1,1,0,0,2,1,1,0,1,1,1,0
2985-JUUBZ,macho,0,sim,sim,40,,dsl,não,não,sim,mês a mês,cheque eletrônico,,3015.75,não,macho,macho,sim,não,65.60756321839081,71.45,1,1,1,-1,0,0,0,2,1,1,0,1,1,1,0
6390-DSAZX,fêmea,0,não,sim,1,,fibra óptica,sim,não,não,mês a mês,cheque enviado,,73.6,sim,fêmea,fêmea,sim,não,65.60756321839081,71.45,0,0,1,-1,1,2,0,0,1,2,1,0,0,1,0
0895-LMRSF,macho,0,não,não,23,,dsl,não,não,sim,um ano,transferência bancária (automática),64.9,1509.8,não,macho,macho,sim,não,64.9,64.9,1,0,0,-1,0,0,0,2,2,3,0,1,1,1,0
8098-LLAZX,fêmea,1,não,não,4,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,95.45,396.1,sim,fêmea,fêmea,sim,não,95.45,95.45,0,0,0,-1,1,0,0,2,1,1,1,0,0,1,0
8266-VBFQL,macho,0,não,não,4,,fibra óptica,não,sim,não,mês a mês,cheque eletrônico,90.4,356.65,não,macho,macho,sim,não,90.4,90.4,1,0,0,-1,1,0,2,0,1,1,0,1,1,1,0
8181-YHCMF,fêmea,0,sim,sim,68,,dsl,não,sim,sim,dois anos,cartão de crédito (automático),60.3,4109.0,não,fêmea,fêmea,sim,não,60.3,60.3,0,1,1,-1,0,0,2,2,0,0,0,0,0,1,0
2240-HSJQD,macho,0,não,sim,38,,fibra óptica,não,não,não,mês a mês,cheque enviado,81.85,3141.7,não,macho,macho,sim,não,81.85,81.85,1,0,1,-1,1,0,0,0,1,2,0,1,1,1,0
1248-DYXUB,macho,0,sim,sim,52,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque enviado,24.8,1229.1,não,macho,macho,sim,não,24.8,24.8,1,1,1,-1,2,1,1,1,0,2,0,1,1,1,0
0265-EDXBD,macho,1,sim,não,32,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,74.9,2303.35,sim,macho,macho,sim,não,74.9,74.9,1,1,0,-1,1,0,0,0,1,1,1,1,1,1,0
4115-BNPJY,macho,0,sim,sim,29,,dsl,não,sim,sim,dois anos,cheque enviado,75.55,2054.4,não,macho,macho,sim,não,75.55,75.55,1,1,1,-1,0,0,2,2,0,2,0,1,1,1,0
3167-SNQPL,macho,1,sim,sim,38,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,101.15,3741.85,não,macho,macho,sim,não,101.15,101.15,1,1,1,-1,1,0,0,2,1,1,0,1,1,1,0
4091-TVOCN,macho,0,não,sim,48,,dsl,sim,não,sim,um ano,cartão de crédito (automático),78.75,3682.45,não,macho,macho,sim,não,78.75,78.75,1,0,1,-1,0,2,0,2,2,0,0,1,1,1,0
1098-TDVUQ,fêmea,0,não,não,1,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,transferência bancária (automática),19.25,19.25,não,fêmea,fêmea,sim,não,19.25,19.25,0,0,0,-1,2,1,1,1,1,3,0,0,0,1,0
7277-OZCGZ,fêmea,0,não,não,22,,fibra óptica,sim,sim,não,mês a mês,cheque eletrônico,89.05,1886.25,não,fêmea,fêmea,sim,não,89.05,89.05,0,0,0,-1,1,2,2,0,1,1,0,0,0,1,0
1557-EMYVT,fêmea,0,não,não,43,,fibra óptica,sim,sim,sim,dois anos,cartão de crédito (automático),115.05,4895.1,não,fêmea,fêmea,sim,não,115.05,115.05,0,0,0,-1,1,2,2,2,0,0,0,0,0,1,0
2799-ARNLO,fêmea,1,sim,não,5,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,69.35,341.6,não,fêmea,fêmea,sim,não,69.35,69.35,0,1,0,-1,1,0,0,0,1,1,0,0,0,1,0
7563-BIUPC,macho,0,não,não,5,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,80.6,415.55,sim,macho,macho,sim,não,80.6,80.6,1,0,0,-1,1,0,0,2,1,1,1,1,1,1,0
5027-YOCXN,macho,0,sim,sim,51,,fibra óptica,sim,sim,sim,um ano,cartão de crédito (automático),110.05,5686.4,não,macho,macho,sim,não,110.05,110.05,1,1,1,-1,1,2,2,2,2,0,0,1,1,1,0
3973-SKMLN,macho,0,não,não,71,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cartão de crédito (automático),19.9,1355.1,não,macho,macho,sim,não,19.9,19.9,1,0,0,-1,2,1,1,1,0,0,0,1,1,1,0
2321-OMBXY,fêmea,0,sim,sim,38,,dsl,sim,sim,sim,um ano,cartão de crédito (automático),80.3,3058.65,sim,fêmea,fêmea,sim,não,80.3,80.3,0,1,1,-1,0,2,2,2,2,0,1,0,0,1,0
2840-XANRC,macho,1,sim,não,24,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,93.15,2231.05,sim,macho,macho,sim,não,93.15,93.15,1,1,0,-1,1,0,0,2,1,1,1,1,1,1,0
6745-JEFZB,macho,0,sim,não,35,,fibra óptica,não,sim,sim,mês a mês,cartão de crédito (automático),91.5,3236.35,não,macho,macho,sim,não,91.5,91.5,1,1,0,-1,1,0,2,2,1,0,0,1,1,1,0
5020-ZSTTY,fêmea,1,não,não,54,,dsl,sim,sim,sim,um ano,transferência bancária (automática),82.45,4350.1,sim,fêmea,fêmea,sim,não,82.45,82.45,0,0,0,-1,0,2,2,2,2,3,1,0,0,1,0
9880-TDQAC,fêmea,0,sim,sim,72,,dsl,não,sim,sim,dois anos,cheque eletrônico,60.0,4264.0,não,fêmea,fêmea,sim,não,60.0,60.0,0,1,1,-1,0,0,2,2,0,1,0,0,0,1,0
8705-WZCYL,macho,0,não,não,1,,dsl,não,não,não,mês a mês,cheque eletrônico,44.8,44.8,não,macho,macho,sim,não,44.8,44.8,1,0,0,-1,0,0,0,0,1,1,0,1,1,1,0
7102-JJVTX,fêmea,0,sim,sim,9,,dsl,sim,não,não,um ano,cheque enviado,48.6,422.3,não,fêmea,fêmea,sim,não,48.6,48.6,0,1,1,-1,0,2,0,0,2,2,0,0,0,1,0
8626-PTQGE,macho,0,não,não,69,,dsl,sim,sim,sim,dois anos,transferência bancária (automática),60.05,4176.7,não,macho,macho,sim,não,60.05,60.05,1,0,0,-1,0,2,2,2,0,3,0,1,1,1,0
4983-CLMLV,fêmea,0,sim,não,52,,fibra óptica,não,sim,sim,mês a mês,cartão de crédito (automático),102.7,5138.1,não,fêmea,fêmea,sim,não,102.7,102.7,0,1,0,-1,1,0,2,2,1,0,0,0,0,1,0
5701-YVSVF,fêmea,1,sim,não,11,,fibra óptica,não,sim,sim,mês a mês,cheque eletrônico,82.9,880.05,não,fêmea,fêmea,sim,não,82.9,82.9,0,1,0,-1,1,0,2,2,1,1,0,0,0,1,0
5804-LEPIM,fêmea,1,não,não,2,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,70.35,139.05,sim,fêmea,fêmea,sim,não,70.35,70.35,0,0,0,-1,1,0,0,0,1,1,1,0,0,1,0
5697-GOMBF,fêmea,1,sim,sim,28,,dsl,não,não,sim,mês a mês,cheque eletrônico,35.9,973.65,não,fêmea,fêmea,sim,não,35.9,35.9,0,1,1,-1,0,0,0,2,1,1,0,0,0,1,0
2739-CACDQ,fêmea,1,não,não,17,,fibra óptica,não,não,não,mês a mês,cartão de crédito (automático),82.65,1470.05,não,fêmea,fêmea,sim,não,82.65,82.65,0,0,0,-1,1,0,0,0,1,0,0,0,0,1,0
9385-EHGDO,fêmea,0,sim,sim,35,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque enviado,19.85,739.35,não,fêmea,fêmea,sim,não,19.85,19.85,0,1,1,-1,2,1,1,1,0,2,0,0,0,1,0
9498-FIMXL,fêmea,0,não,não,8,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,cheque enviado,19.2,161.95,não,fêmea,fêmea,sim,não,19.2,19.2,0,0,0,-1,2,1,1,1,2,2,0,0,0,1,0
2379-GYFLQ,macho,0,não,não,46,,fibra óptica,não,não,sim,um ano,cartão de crédito (automático),94.9,4422.95,não,macho,macho,sim,não,94.9,94.9,1,0,0,-1,1,0,0,2,2,0,0,1,1,1,0
0122-OAHPZ,fêmea,0,não,não,7,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,73.85,511.25,sim,fêmea,fêmea,sim,não,73.85,73.85,0,0,0,-1,1,0,0,0,1,1,1,0,0,1,0
2868-SNELZ,fêmea,0,não,não,2,,fibra óptica,não,não,não,mês a mês,cheque enviado,80.6,155.8,sim,fêmea,fêmea,sim,não,80.6,80.6,0,0,0,-1,1,0,0,0,1,2,1,0,0,1,0
4322-RCYMT,macho,0,sim,sim,68,,dsl,não,sim,não,um ano,transferência bancária (automática),75.8,5293.95,sim,macho,macho,sim,não,75.8,75.8,1,1,1,-1,0,0,2,0,2,3,1,1,1,1,0
6680-NENYN,fêmea,0,não,não,43,,fibra óptica,não,não,sim,dois anos,cheque eletrônico,104.6,4759.85,sim,fêmea,fêmea,sim,não,104.6,104.6,0,0,0,-1,1,0,0,2,0,1,1,0,0,1,0
2088-IEBAU,fêmea,0,não,não,68,,dsl,sim,sim,sim,dois anos,cheque eletrônico,88.15,6148.45,não,fêmea,fêmea,sim,não,88.15,88.15,0,0,0,-1,0,2,2,2,0,1,0,0,0,1,0
7982-VCELR,fêmea,0,não,não,36,,fibra óptica,não,não,sim,mês a mês,cartão de crédito (automático),94.8,3565.65,não,fêmea,fêmea,sim,não,94.8,94.8,0,0,0,-1,1,0,0,2,1,0,0,0,0,1,0
1343-EHPYB,macho,0,sim,não,63,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,103.4,6603.0,sim,macho,macho,sim,não,103.4,103.4,1,1,0,-1,1,0,0,2,1,1,1,1,1,1,0
6035-BXTTY,fêmea,1,não,não,32,,dsl,não,sim,não,mês a mês,transferência bancária (automática),54.65,1830.1,não,fêmea,fêmea,sim,não,54.65,54.65,0,0,0,-1,0,0,2,0,1,3,0,0,0,1,0
6885-PKOAM,fêmea,0,sim,não,71,,dsl,sim,sim,sim,dois anos,cartão de crédito (automático),85.75,6223.8,não,fêmea,fêmea,sim,não,85.75,85.75,0,1,0,-1,0,2,2,2,0,0,0,0,0,1,0
7520-HQWJU,fêmea,0,sim,sim,66,,dsl,sim,não,não,mês a mês,transferência bancária (automática),67.45,4508.65,não,fêmea,fêmea,sim,não,67.45,67.45,0,1,1,-1,0,2,0,0,1,3,0,0,0,1,0
9639-BUJXT,macho,0,não,não,63,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,cheque enviado,20.5,1328.15,não,macho,macho,sim,não,20.5,20.5,1,0,0,-1,2,1,1,1,2,2,0,1,1,1,0
5924-SNGKP,fêmea,0,não,sim,41,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,cartão de crédito (automático),20.25,865.0,não,fêmea,fêmea,sim,não,20.25,20.25,0,0,1,-1,2,1,1,1,2,0,0,0,0,1,0
0021-IKXGC,fêmea,1,não,não,1,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,72.1,72.1,não,fêmea,fêmea,sim,não,72.1,72.1,0,0,0,-1,1,0,0,0,1,1,0,0,0,1,0
2034-GDRCN,fêmea,0,não,não,2,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,90.4,168.2,sim,fêmea,fêmea,sim,não,90.4,90.4,0,0,0,-1,1,0,0,2,1,1,1,0,0,1,0
8966-SNIZF,fêmea,0,sim,não,70,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),19.45,1303.5,não,fêmea,fêmea,sim,não,19.45,19.45,0,1,0,-1,2,1,1,1,0,3,0,0,0,1,0
6243-OZGFH,fêmea,0,não,não,23,,dsl,não,não,sim,mês a mês,cheque eletrônico,44.95,996.85,não,fêmea,fêmea,sim,não,44.95,44.95,0,0,0,-1,0,0,0,2,1,1,0,0,0,1,0
4654-DLAMQ,fêmea,1,sim,não,64,,fibra óptica,sim,não,não,um ano,transferência bancária (automática),97.0,6430.9,não,fêmea,fêmea,sim,não,97.0,97.0,0,1,0,-1,1,2,0,0,2,3,0,0,0,1,0
0513-RBGPE,macho,0,sim,sim,37,,dsl,sim,sim,não,dois anos,cartão de crédito (automático),62.8,2278.75,não,macho,macho,sim,não,62.8,62.8,1,1,1,-1,0,2,2,0,0,0,0,1,1,1,0
5160-UXJED,macho,0,não,sim,17,,dsl,não,não,não,um ano,cheque enviado,44.6,681.4,não,macho,macho,sim,não,44.6,44.6,1,0,1,-1,0,0,0,0,2,2,0,1,1,1,0
4115-NZRKS,fêmea,1,não,não,7,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,89.15,574.35,não,fêmea,fêmea,sim,não,89.15,89.15,0,0,0,-1,1,0,0,2,1,1,0,0,0,1,0
0219-YTZUE,macho,0,sim,sim,4,,fibra óptica,não,não,não,mês a mês,transferência bancária (automática),84.8,371.9,sim,macho,macho,sim,não,84.8,84.8,1,1,1,-1,1,0,0,0,1,3,1,1,1,1,0
0623-IIHUG,fêmea,1,não,não,21,,dsl,sim,não,sim,mês a mês,cheque eletrônico,41.9,840.1,sim,fêmea,fêmea,sim,não,41.9,41.9,0,0,0,-1,0,2,0,2,1,1,1,0,0,1,0
4572-DVCGN,fêmea,0,não,não,10,,fibra óptica,não,não,não,mês a mês,transferência bancária (automática),80.25,846.0,sim,fêmea,fêmea,sim,não,80.25,80.25,0,0,0,-1,1,0,0,0,1,3,1,0,0,1,0
3351-NGXYI,fêmea,1,não,não,16,,dsl,sim,não,não,mês a mês,cheque eletrônico,54.1,889.0,não,fêmea,fêmea,sim,não,54.1,54.1,0,0,0,-1,0,2,0,0,1,1,0,0,0,1,0
8984-EYLLL,macho,0,sim,não,64,,fibra óptica,não,sim,sim,dois anos,cheque eletrônico,105.25,6823.4,não,macho,macho,sim,não,105.25,105.25,1,1,0,-1,1,0,2,2,0,1,0,1,1,1,0
9057-MSWCO,macho,1,sim,não,27,,dsl,sim,não,não,mês a mês,cartão de crédito (automático),30.75,805.1,sim,macho,macho,sim,não,30.75,30.75,1,1,0,-1,0,2,0,0,1,0,1,1,1,1,0
