ID DO CLIENTE,GÊNERO,IDOSO,CASADO,DEPENDENTES,TEMPO_COMO_CLIENTE,SERVIÇO TELEFÔNICO,SERVICO_INTERNET,SERVICO_SEGURANCA,SUPORTE_TECNICO,STREAMINGTV,TIPO_CONTRATO,MÉTODO DE PAGAMENTO,PAGAMENTO_MENSAL,TOTAL_PAGAMENTO,CHURN
2996-XAUVF,macho,0,não,não,70,,dsl,não,sim,não,dois anos,cheque enviado,40.05,2799.75,não
9076-AXYIK,macho,1,sim,não,64,,fibra óptica,não,sim,sim,dois anos,cheque eletrônico,102.1,6538.45,não
5968-XQIVE,macho,0,sim,sim,72,,fibra óptica,não,não,sim,um ano,cheque eletrônico,89.7,6588.95,não
8896-RAZCR,fêmea,0,não,sim,44,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque enviado,19.9,868.1,não
4640-UHDOS,fêmea,0,sim,sim,13,,dsl,não,não,não,mês a mês,cheque eletrônico,55.95,734.35,sim
4933-IKULF,fêmea,1,não,não,17,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,cheque enviado,20.65,330.6,não
3583-EKAPL,macho,0,não,não,1,,dsl,não,não,não,mês a mês,cheque eletrônico,55.0,55.0,sim
1304-BCCFO,macho,0,sim,não,9,,dsl,não,não,sim,mês a mês,cheque enviado,70.05,564.4,não
4104-PVRPS,macho,0,sim,não,24,,dsl,sim,sim,não,mês a mês,cheque enviado,53.6,1315.35,não
9399-APLBT,fêmea,0,sim,sim,1,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,74.7,74.7,sim
2359-KMGLI,macho,0,não,não,24,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,80.25,1861.5,sim
3780-DDGSE,macho,1,sim,sim,35,,dsl,não,sim,sim,mês a mês,cheque eletrônico,76.05,2747.2,não
4431-EDMIQ,fêmea,0,sim,sim,7,,dsl,sim,sim,sim,mês a mês,cheque eletrônico,75.7,554.05,não
0306-JAELE,macho,0,não,não,5,,fibra óptica,não,sim,sim,mês a mês,cheque eletrônico,96.1,453.4,sim
6227-HWPWX,fêmea,0,não,sim,15,,fibra óptica,não,não,não,mês a mês,transferência bancária (automática),69.0,994.8,sim
0486-LGCCH,macho,0,sim,sim,11,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque enviado,19.65,225.75,não
0447-BEMNG,fêmea,0,sim,não,48,,dsl,sim,não,não,mês a mês,transferência bancária (automática),45.3,2145.0,sim
4612-SSVHJ,fêmea,1,não,não,20,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,81.45,1671.6,não
5168-MQQCA,fêmea,0,sim,não,72,,fibra óptica,não,sim,sim,um ano,transferência bancária (automática),108.5,8003.8,não
5949-XIKAE,fêmea,0,sim,sim,8,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,83.55,680.05,sim
7971-HLVXI,macho,0,sim,sim,72,,fibra óptica,não,não,não,dois anos,cartão de crédito (automático),84.5,6130.85,não
9094-AZPHK,fêmea,0,não,não,15,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,100.15,1415.0,não
3649-JPUGY,macho,0,não,não,72,,dsl,não,sim,sim,dois anos,transferência bancária (automática),88.6,6201.95,não
4472-LVYGI,fêmea,0,sim,sim,0,,dsl,sim,sim,sim,dois anos,transferência bancária (automática),52.55,52.55,não
8372-JUXUI,macho,0,não,sim,1,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,74.35,20.25,sim
3552-CTCYF,macho,0,sim,sim,63,,fibra óptica,não,não,sim,dois anos,transferência bancária (automática),104.8,80.85,não
6778-YSNIH,fêmea,0,não,não,2,,dsl,não,não,sim,mês a mês,cheque eletrônico,59.0,25.75,não
0388-EOPEX,fêmea,0,sim,não,2,,fibra óptica,sim,não,não,mês a mês,cheque eletrônico,74.4,56.05,sim
5756-OZRIO,macho,1,sim,não,61,,dsl,não,não,não,um ano,transferência bancária (automática),64.05,3902.6,não
6579-JPICP,macho,0,não,não,1,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,20.4,20.4,não
8205-OTCHB,macho,0,não,não,22,,dsl,não,não,não,um ano,transferência bancária (automática),43.75,903.6,sim
4134-BSXLX,macho,0,sim,não,28,,dsl,sim,sim,não,mês a mês,cheque enviado,60.9,1785.65,não
0505-SPOOW,fêmea,0,sim,não,70,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),19.8,1397.65,não
6235-VDHOM,fêmea,1,não,não,5,,dsl,não,não,não,mês a mês,cheque eletrônico,28.45,131.05,sim
7783-YKGDV,fêmea,0,não,não,12,,fibra óptica,sim,não,não,mês a mês,transferência bancária (automática),99.7,1238.45,sim
4374-YMUSQ,macho,0,não,não,34,,fibra óptica,sim,sim,sim,um ano,cartão de crédito (automático),116.25,3899.05,não
4513-CXYIX,fêmea,1,sim,não,71,,fibra óptica,sim,não,não,dois anos,cartão de crédito (automático),80.7,5676.0,não
3957-HHLMR,fêmea,0,sim,sim,70,,dsl,sim,não,não,um ano,transferência bancária (automática),65.2,4543.15,não
7803-XOCCZ,fêmea,0,sim,sim,52,,fibra óptica,sim,sim,não,mês a mês,transferência bancária (automática),84.05,4326.8,não
5736-YEJAX,macho,0,não,sim,69,,dsl,sim,sim,sim,dois anos,cartão de crédito (automático),79.45,5502.55,não
5609-CEBID,fêmea,1,não,não,20,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,94.1,1782.4,sim
8981-FJGLA,macho,0,não,sim,11,,fibra óptica,não,não,não,mês a mês,cheque enviado,78.0,851.8,não
7218-HKQFK,macho,0,sim,não,2,,fibra óptica,não,sim,sim,mês a mês,cheque eletrônico,94.2,167.5,sim
4636-QRJKY,fêmea,0,sim,sim,6,,fibra óptica,não,sim,não,mês a mês,cheque eletrônico,80.5,502.85,sim
1135-LMECX,fêmea,0,não,não,1,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,19.85,19.85,não
4332-MUOEZ,macho,1,sim,sim,20,,fibra óptica,sim,sim,não,um ano,cartão de crédito (automático),94.3,1818.3,não
8535-SFUTN,macho,0,não,não,61,,fibra óptica,sim,não,sim,mês a mês,cheque eletrônico,106.45,6300.15,não
5956-VKDTT,fêmea,1,sim,não,5,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,74.35,334.8,sim
8677-HDZEE,fêmea,0,não,não,56,,fibra óptica,não,sim,sim,mês a mês,transferência bancária (automática),105.45,5916.95,não
2475-MROZF,macho,0,não,não,30,,fibra óptica,sim,sim,não,mês a mês,cartão de crédito (automático),95.0,2852.4,não
9412-GHEEC,macho,0,não,não,40,,fibra óptica,não,sim,sim,mês a mês,transferência bancária (automática),104.8,4131.95,sim
3482-ABPKK,fêmea,0,não,não,28,,dsl,sim,sim,não,um ano,cheque enviado,54.3,1546.3,não
6705-LXORM,fêmea,1,sim,não,5,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,70.05,302.6,não
0257-ZESQC,fêmea,1,sim,não,27,,fibra óptica,sim,não,não,mês a mês,transferência bancária (automática),75.2,1929.35,sim
7531-GQHME,macho,0,não,não,12,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cartão de crédito (automático),20.05,265.45,não
5174-ITUMV,macho,0,sim,sim,67,,fibra óptica,não,não,sim,um ano,cheque eletrônico,105.4,6989.45,não
4109-CYRBD,macho,1,sim,não,29,,dsl,não,não,não,mês a mês,cheque eletrônico,51.6,1442.0,não
0913-XWSCN,macho,0,sim,sim,55,,fibra óptica,não,não,não,mês a mês,transferência bancária (automática),85.5,4713.4,não
6825-UYPFK,fêmea,0,não,não,23,,fibra óptica,não,não,não,mês a mês,transferência bancária (automática),75.6,1758.6,sim
8397-MVTAZ,macho,0,sim,não,34,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,100.05,3480.0,sim
0750-EBAIU,macho,0,não,não,52,,fibra óptica,sim,não,sim,um ano,cheque eletrônico,91.25,4738.3,não
8606-CIQUL,macho,1,sim,sim,72,,fibra óptica,sim,sim,sim,dois anos,cartão de crédito (automático),115.75,8399.15,não
3571-DPYUH,macho,0,sim,sim,58,,fibra óptica,não,sim,sim,um ano,cartão de crédito (automático),94.7,5430.35,não
7601-GNDYK,macho,0,sim,sim,35,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque enviado,19.6,686.95,não
0356-OBMAC,fêmea,1,não,não,56,,fibra óptica,não,sim,sim,dois anos,transferência bancária (automática),99.9,5706.3,não
8067-NIOYM,fêmea,0,sim,sim,24,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cartão de crédito (automático),21.1,490.65,não
1403-GYAFU,macho,0,sim,sim,70,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cartão de crédito (automático),20.05,1360.25,não
4234-XTNEA,macho,0,não,não,2,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,79.95,174.45,não
1297-VQDRP,macho,1,sim,sim,68,,fibra óptica,não,sim,sim,um ano,cartão de crédito (automático),107.15,7379.8,não
9282-IZGQK,fêmea,0,não,não,1,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,85.0,85.0,sim
5348-CAGXB,macho,0,não,não,12,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,89.55,1021.75,não
0621-HJWXJ,fêmea,0,sim,não,63,,fibra óptica,não,não,não,mês a mês,transferência bancária (automática),81.55,5029.05,não
5844-QVTAT,fêmea,0,sim,sim,33,,dsl,sim,não,não,um ano,cheque enviado,58.45,1955.4,não
8905-IAZPF,fêmea,0,sim,não,69,,fibra óptica,não,não,sim,um ano,cartão de crédito (automático),95.65,6744.2,não
5394-MEITZ,fêmea,0,sim,sim,60,,dsl,não,sim,sim,dois anos,transferência bancária (automática),80.6,4946.7,não
6859-QNXIQ,fêmea,0,sim,sim,72,,fibra óptica,sim,sim,sim,dois anos,transferência bancária (automática),113.1,8248.5,não
2782-LFZVW,fêmea,0,não,não,11,,dsl,não,não,não,mês a mês,cheque enviado,58.95,601.6,não
2866-IKBTM,fêmea,0,não,não,1,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,19.55,19.55,não
1342-JPNKI,macho,0,não,não,10,,fibra óptica,não,não,sim,mês a mês,transferência bancária (automática),86.05,834.1,sim
2817-NTQDO,macho,0,não,não,13,,dsl,sim,sim,sim,mês a mês,cartão de crédito (automático),45.55,597.0,sim
7129-AZJDE,macho,0,sim,sim,34,,fibra óptica,não,não,não,um ano,transferência bancária (automática),78.95,2647.2,não
6986-IJDHX,macho,0,sim,sim,39,,fibra óptica,não,não,sim,mês a mês,cheque enviado,86.3,3266.0,sim
2560-PPCHE,fêmea,0,não,não,65,,fibra óptica,não,sim,sim,um ano,transferência bancária (automática),105.05,6744.25,não
4676-MQUEA,macho,1,sim,não,50,,fibra óptica,sim,não,sim,um ano,transferência bancária (automática),101.9,5265.5,não
8138-EALND,macho,0,não,não,15,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,19.75,311.6,não
3580-HYCSP,macho,0,sim,sim,72,,fibra óptica,sim,não,sim,dois anos,transferência bancária (automática),110.3,7966.9,não
1352-HNSAW,fêmea,0,sim,sim,72,,fibra óptica,sim,sim,sim,dois anos,transferência bancária (automática),115.6,8220.4,não
2075-PUEPR,macho,0,sim,sim,55,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),19.35,1153.25,não
1982-FEBTD,fêmea,0,sim,sim,23,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cartão de crédito (automático),25.6,514.75,não
5301-GAUUY,macho,0,não,não,32,,fibra óptica,não,não,não,mês a mês,transferência bancária (automática),80.35,2596.15,sim
5791-KAJFD,fêmea,0,sim,sim,56,,dsl,sim,não,não,um ano,transferência bancária (automática),68.75,3808.0,não
2654-VBVPB,fêmea,0,não,não,1,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,transferência bancária (automática),19.9,19.9,não
1154-HYWWO,macho,0,não,não,38,,dsl,sim,sim,sim,um ano,cheque enviado,70.6,2708.2,não
2501-XWWTZ,macho,0,não,não,11,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,70.2,760.05,não
3716-UVSPD,macho,0,não,não,1,,dsl,não,sim,não,mês a mês,cheque eletrônico,49.3,49.3,não
6815-ABQFQ,macho,0,sim,não,56,,fibra óptica,não,sim,sim,um ano,cheque eletrônico,107.25,6033.3,não
7343-EOBEU,macho,0,sim,não,3,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,23.6,89.05,não
3701-SFMUH,macho,0,sim,sim,7,,dsl,sim,não,sim,mês a mês,cartão de crédito (automático),69.7,516.15,não
6103-LIANB,macho,0,sim,sim,59,,fibra óptica,não,não,sim,dois anos,cartão de crédito (automático),99.5,5861.75,não
7319-VENRZ,macho,0,não,não,7,,dsl,não,sim,sim,mês a mês,transferência bancária (automática),64.3,445.95,não
5846-NEQVZ,macho,0,sim,sim,71,,dsl,sim,sim,não,dois anos,cartão de crédito (automático),70.85,4973.4,não
6967-QIQRV,macho,0,sim,sim,15,,fibra óptica,sim,sim,sim,um ano,cheque eletrônico,101.9,1667.25,não
5781-RFZRP,macho,0,sim,não,71,,dsl,sim,sim,sim,dois anos,cartão de crédito (automático),73.5,5357.75,não
0939-YAPAF,fêmea,0,não,não,35,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,100.25,3527.6,sim
0308-IVGOK,fêmea,0,não,não,11,,dsl,não,sim,não,um ano,cartão de crédito (automático),40.4,422.6,não
7293-LSCDV,fêmea,0,sim,sim,60,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cartão de crédito (automático),19.25,1103.25,não
7025-WCBNE,macho,1,não,não,47,,dsl,não,sim,não,dois anos,transferência bancária (automática),59.6,2754.0,não
5756-JYOJT,fêmea,0,não,não,11,,dsl,não,sim,não,um ano,cartão de crédito (automático),64.9,697.25,não
4710-FDUIZ,macho,0,sim,não,56,,fibra óptica,não,não,sim,um ano,cartão de crédito (automático),100.3,5614.45,sim
6030-REHUX,fêmea,1,sim,não,28,,fibra óptica,não,sim,sim,mês a mês,cheque eletrônico,110.85,3204.4,não
9548-LIGTA,macho,0,sim,não,61,,dsl,sim,sim,sim,dois anos,cheque enviado,81.05,4747.65,não
5150-LJNSR,macho,0,sim,sim,31,,fibra óptica,sim,não,sim,um ano,transferência bancária (automática),98.05,3082.1,não
8270-RKSAP,macho,0,não,não,9,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,70.5,597.9,não
6522-YRBXD,macho,1,sim,não,35,,fibra óptica,sim,não,não,mês a mês,cheque eletrônico,94.55,3365.4,não
2640-LYMOV,macho,0,não,não,2,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,19.65,38.8,não
1218-VKFPE,fêmea,0,sim,sim,12,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,19.0,233.55,sim
3627-FHKBK,fêmea,0,não,não,1,,fibra óptica,sim,não,não,mês a mês,cheque enviado,75.3,75.3,sim
2865-TCHJW,fêmea,1,não,não,4,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,89.2,346.2,sim
1423-BMPBQ,fêmea,0,sim,sim,1,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,19.0,19.0,não
2393-DIVAI,fêmea,0,não,não,3,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,20.0,61.7,não
5192-EBGOV,fêmea,1,não,não,1,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,85.7,85.7,sim
4568-KNYWR,macho,0,não,não,52,,dsl,sim,não,sim,dois anos,cartão de crédito (automático),63.25,3342.45,não
8752-IMQOS,macho,0,sim,sim,5,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,cheque enviado,20.1,85.1,não
0742-LAFQK,macho,0,sim,não,72,,fibra óptica,sim,não,não,dois anos,cheque eletrônico,99.15,7422.1,não
0795-LAFGP,macho,0,sim,sim,71,,dsl,sim,sim,sim,dois anos,cheque eletrônico,90.4,6668.05,não
0619-OLYUR,macho,0,sim,não,72,,fibra óptica,sim,sim,sim,dois anos,cartão de crédito (automático),111.9,8071.05,não
5512-IDZEI,macho,0,sim,sim,46,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,cheque eletrônico,24.9,1174.8,não
0459-SPZHJ,macho,0,sim,sim,63,,dsl,sim,não,sim,dois anos,cartão de crédito (automático),83.5,5435.0,não
0215-BQKGS,macho,0,não,não,30,,fibra óptica,sim,não,não,mês a mês,cartão de crédito (automático),84.3,2438.6,não
9244-ZVAPM,macho,0,não,não,1,,dsl,não,não,não,mês a mês,cheque enviado,45.6,45.6,não
0719-SYFRB,fêmea,0,não,não,12,,dsl,sim,sim,não,mês a mês,cheque enviado,61.65,713.75,sim
8208-EUMTE,macho,0,não,não,16,,dsl,sim,sim,sim,dois anos,cheque enviado,54.85,916.15,não
5172-MIGPM,macho,0,não,não,4,,dsl,não,sim,não,mês a mês,cheque enviado,65.55,237.2,não
1710-RCXUS,macho,0,sim,não,51,,fibra óptica,não,não,não,um ano,cartão de crédito (automático),90.35,4614.55,não
0374-FIUCA,macho,0,sim,não,65,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cartão de crédito (automático),20.4,1414.45,não
5839-SUYVZ,macho,0,não,não,16,,fibra óptica,não,sim,não,mês a mês,cartão de crédito (automático),74.55,1170.5,não
5173-ZXXXL,macho,0,não,não,2,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,cheque enviado,19.95,47.7,não
1096-ADRUX,fêmea,0,sim,sim,66,,fibra óptica,não,não,não,um ano,transferência bancária (automática),74.25,4859.25,não
2001-MCUUW,macho,0,não,não,46,,fibra óptica,não,sim,sim,dois anos,cheque eletrônico,108.65,4903.2,não
2731-GJRDG,fêmea,0,não,não,32,,fibra óptica,sim,sim,sim,um ano,transferência bancária (automática),109.55,3608.0,não
4723-BEGSG,macho,0,sim,não,72,,dsl,sim,sim,sim,dois anos,cartão de crédito (automático),86.65,6094.25,não
6516-NKQBO,macho,0,sim,sim,38,,dsl,sim,sim,sim,dois anos,cartão de crédito (automático),81.0,3084.9,não
8672-OAUPW,macho,0,não,sim,51,,dsl,não,sim,não,um ano,cartão de crédito (automático),47.85,2356.75,não
8207-DMRVL,macho,0,sim,sim,72,,fibra óptica,sim,sim,sim,dois anos,transferência bancária (automática),114.55,8306.05,não
3419-SNJJD,fêmea,1,sim,não,65,,fibra óptica,sim,não,sim,mês a mês,transferência bancária (automática),105.25,6786.4,sim
6543-CPZMK,macho,0,sim,sim,9,,dsl,não,não,não,mês a mês,cheque eletrônico,29.95,248.95,sim
4765-OXPPD,fêmea,0,sim,sim,9,,dsl,sim,sim,não,mês a mês,cheque enviado,65.0,663.05,sim
2804-ETQDK,macho,0,não,sim,66,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque enviado,20.55,1357.1,não
6689-VRRTK,fêmea,1,não,não,44,,fibra óptica,sim,não,sim,um ano,cartão de crédito (automático),109.8,4860.35,não
7138-GIRSH,macho,0,não,não,50,,dsl,não,sim,não,dois anos,transferência bancária (automática),69.5,3418.2,não
9396-ZSFLL,fêmea,0,não,não,15,,dsl,não,não,não,mês a mês,cheque enviado,48.85,631.4,não
6464-KEXXH,macho,0,não,não,8,,dsl,não,não,não,mês a mês,cartão de crédito (automático),,186.3,não
7134-MJPDY,fêmea,1,não,não,66,,fibra óptica,não,sim,sim,um ano,cartão de crédito (automático),,6976.75,não
5240-CAOYT,fêmea,0,não,não,57,,fibra óptica,sim,sim,não,mês a mês,transferência bancária (automática),,4884.85,não
4059-IIEBK,fêmea,0,não,não,7,,fibra óptica,não,não,não,mês a mês,transferência bancária (automática),,522.95,não
4881-JVQOD,macho,1,sim,sim,10,,dsl,não,não,não,mês a mês,transferência bancária (automática),,362.6,não
0516-UXRMT,fêmea,0,não,não,62,,fibra óptica,sim,não,não,um ano,cheque eletrônico,,5755.8,não
4851-BQDNX,macho,0,sim,sim,40,,fibra óptica,não,não,sim,um ano,cheque eletrônico,,3355.65,não
5148-HKFIR,fêmea,0,não,não,20,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque enviado,,406.95,não
1009-IRMNA,fêmea,0,não,não,7,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,transferência bancária (automática),,137.6,sim
3003-CMDUU,fêmea,0,sim,não,25,,fibra óptica,não,sim,sim,mês a mês,cheque eletrônico,,2395.7,não
5016-IBERQ,macho,0,sim,não,23,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,,1968.1,não
6797-UCJHZ,fêmea,1,sim,não,66,,fibra óptica,não,não,sim,um ano,cartão de crédito (automático),,6819.45,não
2469-DTSGX,fêmea,1,não,não,72,,fibra óptica,não,sim,sim,dois anos,cheque eletrônico,,7943.45,não
4554-YGZIH,macho,1,sim,não,49,,fibra óptica,não,não,não,mês a mês,cartão de crédito (automático),,4547.25,sim
5099-BAILX,macho,1,sim,sim,43,,fibra óptica,não,sim,sim,mês a mês,transferência bancária (automática),,4687.9,sim
9931-KGHOA,fêmea,0,sim,não,46,,dsl,sim,não,não,mês a mês,transferência bancária (automática),,2473.95,não
1775-KWJKQ,macho,0,sim,sim,72,,dsl,sim,sim,sim,dois anos,cartão de crédito (automático),,6562.9,não
7665-VIGUD,macho,0,não,não,10,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,cheque enviado,,176.3,não
9411-TPQQV,fêmea,0,não,não,40,,dsl,sim,sim,sim,um ano,transferência bancária (automática),,2236.2,não
7207-RMRDB,fêmea,0,sim,sim,65,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,,6985.65,sim
7954-MLBUN,macho,0,não,não,31,,fibra óptica,não,sim,sim,dois anos,transferência bancária (automática),99.45,3109.9,não
2077-DDHJK,fêmea,0,sim,não,68,,dsl,sim,sim,não,dois anos,cartão de crédito (automático),70.9,4911.35,não
4913-EHYUI,macho,1,sim,sim,56,,fibra óptica,sim,não,sim,um ano,transferência bancária (automática),104.55,5794.65,sim
0195-IESCP,macho,0,sim,não,10,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,85.25,855.3,sim
9574-BOSMD,macho,0,sim,sim,68,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),25.4,1620.2,não
4580-TMHJU,fêmea,0,sim,sim,43,,dsl,não,não,sim,mês a mês,cheque eletrônico,56.15,2499.3,sim
0970-ETWGE,macho,0,não,não,1,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,89.55,89.55,sim
4908-XAXAY,fêmea,1,não,não,49,,fibra óptica,não,não,não,um ano,transferência bancária (automática),89.85,4287.2,não
8404-VLQFB,fêmea,0,sim,sim,15,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque eletrônico,25.25,394.85,não
1626-ERCMM,macho,1,sim,não,20,,fibra óptica,não,não,sim,mês a mês,cheque eletrônico,94.55,1899.65,sim
0887-HJGAR,macho,0,não,não,1,,dsl,não,não,não,mês a mês,cheque enviado,45.7,45.7,sim
2391-IPLOP,macho,0,sim,sim,50,,dsl,não,sim,sim,um ano,cheque eletrônico,69.65,3442.15,não
5644-PDMZC,fêmea,1,não,não,2,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,89.5,161.5,sim
3509-GWQGF,macho,1,não,não,24,,fibra óptica,não,não,não,mês a mês,cartão de crédito (automático),70.0,1732.6,não
9576-ANLXO,fêmea,0,não,não,3,,fibra óptica,não,não,não,mês a mês,transferência bancária (automática),69.55,222.3,sim
2024-BASKD,fêmea,0,não,não,1,,fibra óptica,não,não,não,mês a mês,cheque enviado,74.6,74.6,sim
5845-BZZIB,macho,0,sim,sim,35,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cheque enviado,20.1,655.3,não
1140-UKVZG,fêmea,0,não,não,17,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,24.8,475.25,não
4160-AMJTL,fêmea,1,não,não,8,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque eletrônico,19.65,164.3,sim
5183-SNMJQ,macho,0,não,não,10,,fibra óptica,não,sim,sim,mês a mês,cartão de crédito (automático),95.1,865.1,não
8100-PNJMH,macho,0,sim,sim,68,,dsl,sim,sim,sim,dois anos,cartão de crédito (automático),88.85,6132.7,não
7838-LAZFO,macho,0,sim,não,45,,dsl,sim,não,sim,um ano,transferência bancária (automática),78.8,3597.5,não
4464-JCOLN,macho,0,sim,sim,2,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,cheque enviado,19.85,35.9,sim
2085-JVGAD,macho,0,sim,não,37,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,transferência bancária (automática),20.35,697.65,não
5650-VDUDS,fêmea,0,não,não,4,,dsl,não,não,não,mês a mês,cheque enviado,24.25,96.05,sim
8095-WANWK,fêmea,0,não,não,10,,dsl,não,não,não,mês a mês,cheque enviado,45.25,428.7,não
3030-ZKIWL,macho,0,não,não,1,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cheque enviado,20.05,20.05,não
9565-FLVCG,macho,0,sim,sim,65,,dsl,sim,não,não,dois anos,cheque enviado,69.55,4459.15,não
8755-OGKNA,fêmea,0,sim,sim,57,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,transferência bancária (automática),19.5,1167.6,não
2800-VEQXM,fêmea,0,não,não,3,,fibra óptica,não,não,não,mês a mês,cheque enviado,74.75,238.1,não
7538-GWHML,fêmea,0,não,não,2,,fibra óptica,não,não,não,mês a mês,cheque eletrônico,69.65,145.15,sim
5533-RJFTJ,macho,0,não,não,49,,dsl,não,não,não,mês a mês,transferência bancária (automática),30.2,1453.1,não
3859-CVCET,fêmea,0,não,não,4,,dsl,não,não,não,mês a mês,cheque enviado,45.65,191.05,sim
0214-JHPFW,fêmea,0,sim,não,70,,dsl,não,sim,sim,dois anos,transferência bancária (automática),57.8,4039.3,não
5642-MHDQT,fêmea,0,sim,sim,53,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,transferência bancária (automática),19.85,1039.45,não
3088-FVYWK,macho,0,sim,sim,53,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,cartão de crédito (automático),25.55,1336.1,não
3276-HDUEG,fêmea,0,não,não,1,,fibra óptica,não,não,não,mês a mês,cheque enviado,75.05,75.05,sim
9092-GDZKO,macho,0,não,não,22,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,mês a mês,cartão de crédito (automático),24.85,493.4,não
0823-HSCDJ,macho,1,não,não,52,,dsl,não,não,sim,mês a mês,cheque eletrônico,49.15,2550.9,sim
3729-OWRVL,macho,1,não,não,65,,fibra óptica,sim,sim,sim,dois anos,cheque eletrônico,110.35,7246.15,não
2324-AALNO,fêmea,0,não,não,48,,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,transferência bancária (automática),24.55,1203.95,não
0822-GAVAP,fêmea,0,não,não,2,,dsl,não,não,não,mês a mês,cheque eletrônico,34.7,62.25,sim
5760-IFJOZ,macho,0,não,não,3,,fibra óptica,não,não,sim,mês a mês,cheque enviado,107.95,313.6,não
2826-UWHIS,macho,0,sim,não,45,,fibra óptica,não,não,não,mês a mês,transferência bancária (automática),81.4,3775.85,não
